?,#,Sector,Category,Sector_s,Sub Sector,Name,Marketcap,Price,Volumn,Blockchain,Change 24h,Change 7d,
783,784,Cryptos,Gambling,gaming,geocaching,GeoCoin GEO,$1.35M,$0.42,"$3,282",Own Blockchain,-1.97%,-21.52%,
52,53,Cryptos,Healthcare,Healthcare,,SOLVE SOLVE,$152.99M,$0.47,"$91,131,390",Ethereum (ERC20),4.93%,68%,
182,183,Cryptos,Healthcare,Healthcare,,MEDX MEDX,$23.78M,$0.01,"$2,597,910",Ethereum (ERC20),0.58%,-6.11%,
233,234,Cryptos,Healthcare,Healthcare,,Humanscape HUM,$16.81M,$0.00,"$111,643",Ethereum (ERC20),-3.89%,-0.38%,
253,254,Cryptos,Healthcare,Healthcare,records,Dentacoin DCN,$15.58M,$0.00,"$26,079",Ethereum (ERC20),-4.87%,-6.72%,
269,270,Cryptos,Healthcare,Healthcare,,SafeInsure SINS,$13.92M,$5.01,"$2,288,976",Own Blockchain,-9.61%,-24.10%,
281,282,Cryptos,Healthcare,Healthcare,,STEM CELL COIN SCC,$13.09M,$0.04,"$90,738",NEO,-41.95%,-20.84%,
367,368,Cryptos,Healthcare,Healthcare,records,MediBloc MED,$8.56M,$0.00,"$2,456",QTUM,-2.45%,-1.51%,
378,379,Cryptos,Healthcare,Healthcare,,Lympo LYM,$8.15M,$0.01,"$457,053",Ethereum (ERC20),7.78%,-4.41%,
412,413,Cryptos,Healthcare,Healthcare,,Aencoin AEN,$6.73M,$0.03,"$209,544",Ethereum (ERC20),-13.86%,-11.31%,
437,438,Cryptos,Healthcare,Healthcare,,doc.com Token MTC,$6.06M,$0.01,"$1,110,991",Ethereum (ERC20),-12.76%,-5.67%,
614,616,Cryptos,Healthcare,Healthcare,,Gene Source Code Chain GENE,$2.91M,$0.01,"$34,929",Ethereum (ERC20),-5.45%,-23.66%,
654,656,Cryptos,Healthcare,Healthcare,,Medicalchain MTN,$2.49M,$0.01,"$651,829",Ethereum (ERC20),6.76%,-1.60%,
665,667,Cryptos,Healthcare,Healthcare,,AI Doctor AIDOC,$2.32M,$0.01,"$265,974",Own Blockchain,20.65%,11.65%,
813,815,Cryptos,Healthcare,Healthcare,,Patientory PTOY,$1.17M,$0.02,"$20,414",Ethereum (ERC20),6.32%,0.09%,
847,849,Cryptos,Healthcare,Healthcare,,FarmaTrust FTT,$944.16K,$0.00,"$40,196",Ethereum (ERC223),9.50%,-31.94%,
922,924,Cryptos,Healthcare,Healthcare,,Timicoin TMC,$622.87K,$0.00,"$3,566",Own Blockchain,3.74%,11.46%,
1096,1099,Cryptos,Healthcare,Healthcare,,XMCT XMCT,$161.41K,$0.00,"$1,009",Ethereum (ERC20),-0.33%,-11.62%,
1105,1108,Cryptos,Healthcare,Healthcare,,BEAT BEAT,$153.79K,$0.00,"$14,649",Ethereum (ERC20),-6.08%,-38.21%,
1110,1113,Cryptos,Healthcare,Healthcare,,MedicCoin MEDIC,$147.57K,$0.00,"$5,767",Own Blockchain,-2.28%,-16.93%,
1213,1216,Cryptos,Healthcare,Healthcare,,LRM Coin LRM,$24.86K,$0.00,$676,Own Blockchain,33.90%,-67.07%,
1220,1223,Cryptos,Healthcare,Healthcare,,InnovativeBioresearchClassic INNBCL,$16.66K,$0.00,"$5,084",Ethereum (ERC20),-11.35%,-42.96%,
1272,1277,Cryptos,Healthcare,Healthcare,,EncrypGen DNA,$1.8M,$0.03,$206,Own Blockchain,1.59%,-11.46%,
1340,1346,Cryptos,Healthcare,Healthcare,,Shivom OMX,$548.35K,$0.00,$84,Ethereum (ERC20),-16.11%,-26.62%,
1407,1414,Cryptos,Healthcare,Healthcare,,SRCoin SRCOIN,$276K,$0.00,$63,Ethereum (ERC20),-2.89%,-4.44%,
2008,2026,Cryptos,Healthcare,Healthcare,,MediBit MEDIBIT,$0,$0.00,"$22,479",Ethereum (ERC20),-3.06%,-10.03%,
2173,2198,Cryptos,Healthcare,Healthcare,,NAM COIN NAM,$0,$0.00,$8,Ethereum (ERC20),0.99%,-26.27%,
285,286,Cryptos,Healthcare,healthcare,insurance,MediShares MDS,$12.79M,$0.01,"$242,536",Ethereum (ERC20),0.41%,-13.23%,
646,648,Cryptos,Healthcare,healthcare,DCC,GridCoin GRC,$2.54M,$0.01,"$6,170",Own Blockchain,-0.76%,-10.21%,
68,69,Cryptos,Identity,Identity,,Metaverse ETP ETP,$96.88M,$1.35,"$18,246,130",Own Blockchain,10.77%,12.34%,
90,91,Cryptos,Identity,Identity,,Project Pai PAI,$64.98M,$0.04,"$2,088,077",Own Blockchain,0.67%,-16.19%,
149,150,Cryptos,Identity,Identity,,Metadium META,$32.84M,$0.03,"$6,242,664",Ethereum (ERC20),-3.38%,9.09%,
172,173,Cryptos,Identity,Identity,,Civic CVC,$26.49M,$0.08,"$3,277,264",Ethereum (ERC20),-2.82%,-10.68%,
284,285,Cryptos,Identity,Identity,,THEKEY TKY,$12.86M,$0.00,"$148,700",NEO,1.53%,8.60%,
342,343,Cryptos,Identity,Identity,,SelfKey KEY,$9.69M,$0.00,"$488,518",Ethereum (ERC20),1.25%,-13.29%,
491,492,Cryptos,Identity,Identity,,remme REM,$4.85M,$0.01,"$402,393",Ethereum (ERC20),2.66%,15.49%,
531,533,Cryptos,Identity,Identity,,BaaSid BAAS,$4.17M,$0.00,"$134,693",Ethereum (ERC20),-0.71%,-30.13%,
576,578,Cryptos,Identity,Identity,,Radium RADS,$3.57M,$1.00,"$8,756",Own Blockchain,-1.55%,-5.26%,
748,749,Cryptos,Identity,Identity,,Ink Protocol XNK,$1.63M,$0.01,"$222,360",Own Blockchain,-4.72%,43.07%,
884,886,Cryptos,Identity,Identity,,Vetri VLD,$748.26K,$0.00,"$1,864",Ethereum (ERC20),-17.48%,-15.72%,
889,891,Cryptos,Identity,Identity,,Blockpass PASS,$731.09K,$0.01,"$19,095",Ethereum (ERC20),1.64%,-0.33%,
1066,1067,Cryptos,Identity,Identity,KYC,Bridge Protocol BRDG,$210.69K,$0.00,"$1,437",NEO,-0.90%,-23.06%,
1181,1184,Cryptos,Identity,Identity,,SCRIV NETWORK SCRIV,$46.84K,$0.00,"$7,541",Own Blockchain,0.05%,-30.67%,
1287,1292,Cryptos,Identity,Identity,,Nuggets NUG,$1.3M,$0.00,$216,Ethereum (ERC20),-20.92%,-37.29%,
1387,1393,Cryptos,Identity,Identity,,Verify CRED,$334.32K,$0.02,$435,Ethereum (ERC20),0.98%,-8.93%,
1394,1400,Cryptos,Identity,Identity,,PRASM PSM,$320.18K,$0.00,$1,Ethereum (ERC20),-25.08%,-16.70%,
1411,1418,Cryptos,Identity,Identity,,VeriME VME,$267.56K,$0.00,$0,Ethereum (ERC20),11.35%,106.81%,
1600,1607,Cryptos,Identity,Identity,,Biotron BTRN,$60.91K,$0.00,$5,Ethereum (ERC20),6.49%,-33.04%,
1935,1948,Cryptos,Identity,Identity,,KEY KEY,$0,$0.00,"$178,528",Own Blockchain,-9.44%,-24.06%,
1992,2008,Cryptos,Identity,Identity,,Experience Token EXT,$0,$0.00,"$42,699",NEO,4.58%,-18.27%,
161,162,Cryptos,Financial services,index fund,,C20 C20,$29.27M,$0.72,"$1,987",Ethereum (ERC20),3.51%,-9.69%,
85,86,Cryptos,Infrastructure,Infrastructure,,VestChain VEST,$74.92M,$0.01,"$399,519",Ethereum (ERC20),-1.46%,-12.40%,
193,194,Cryptos,Infrastructure,Infrastructure,,IRISnet IRIS,$22.77M,$0.07,"$1,537,475",Own Blockchain,1.39%,3%,
397,398,Cryptos,Infrastructure,Infrastructure,,DAOstack GEN,$7.31M,$0.18,"$2,684",Ethereum (ERC20),-0.68%,-14.21%,
462,463,Cryptos,Infrastructure,Infrastructure,,Penta PNT,$5.51M,$0.00,"$599,022",Own Blockchain,21.20%,1.26%,
567,569,Cryptos,Infrastructure,Infrastructure,,Morpheus Labs MITX,$3.69M,$0.02,"$28,052",Ethereum (ERC20),-0.32%,-9.92%,
637,639,Cryptos,Infrastructure,Infrastructure,,XEL XEL,$2.66M,$0.03,"$1,905",Own Blockchain,3.56%,-0.10%,
641,643,Cryptos,Infrastructure,Infrastructure,,Eden EDN,$2.61M,$0.00,"$208,088",Ethereum (ERC20),-2.86%,-14.84%,
881,883,Cryptos,Infrastructure,Infrastructure,,UChain UCN,$767.04K,$0.00,"$116,672",Ethereum (ERC20),12.94%,20.42%,
1045,1046,Cryptos,Infrastructure,Infrastructure,,InterValue INVE,$267.71K,$0.00,"$48,398",Ethereum (ERC20),1.64%,-3.72%,
1127,1130,Cryptos,Infrastructure,Infrastructure,,Decentralized Machine Learning DML,$120.19K,$0.00,"$23,513",Own Blockchain,-0.49%,-52.59%,
1365,1370,Cryptos,Infrastructure,Infrastructure,,Helium HLM,$411.75K,$0.04,$4,Own Blockchain,1.08%,11.38%,
1845,1853,Cryptos,Infrastructure,Infrastructure,,Ontology Gas ONG,$0,$0.40,"$17,829,508",Own Blockchain,3.66%,-16.91%,
1866,1873,Cryptos,Infrastructure,Infrastructure,,Themis GET,$0,$0.04,"$2,484,343",Ethereum (ERC20),35.83%,217.34%,
58,59,Cryptos,Infrastructure,Infrastructure,IoT,IOStoken IOST,$131.44M,$0.01,"$36,410,065",Own Blockchain,-1.87%,-20.83%,
101,102,Cryptos,Infrastructure,Infrastructure,enterprise private blockchain,Nuls NULS,$53.91M,$0.75,"$9,122,354",Ethereum (ERC20),-4.13%,-4.75%,
189,190,Cryptos,Infrastructure,Infrastructure,map economy,Hyperion HYN,$23.27M,$0.07,"$495,242",Ethereum (ERC20),-0.34%,-11.12%,
240,241,Cryptos,Infrastructure,Infrastructure,offchain,Raiden Network Token RDN,$16.17M,$0.32,"$606,710",Ethereum (ERC20),-0.31%,-14.51%,
250,251,Cryptos,Infrastructure,Infrastructure,blockchain security,VeriBlock VBK,$15.65M,$0.03,"$1,492,252",Own Blockchain,10.10%,4.75%,
307,308,Cryptos,Infrastructure,Infrastructure,virtual assets,BLOCKv VEE,$11.57M,$0.00,"$16,139",Ethereum (ERC20),2.53%,-13.21%,
395,396,Cryptos,Infrastructure,Infrastructure,smart contract,Etherparty FUEL,$7.44M,$0.01,"$17,342,306",Ethereum (ERC20),15.18%,-5.51%,
404,405,Cryptos,Infrastructure,Infrastructure,dapps,PCHAIN PI,$7.04M,$0.01,"$1,970,317",Ethereum (ERC20),14.78%,7.35%,
438,439,Cryptos,Infrastructure,infrastructure,payment processing,Mobius MOBI,$6.06M,$0.01,"$38,809",Stellar,-1.05%,-0.68%,
479,480,Cryptos,Infrastructure,Infrastructure,smart contract,Universa UTNP,$5.05M,$0.00,"$10,417",Ethereum (ERC20),6.96%,0.87%,
520,521,Cryptos,Infrastructure,Infrastructure,dex,Hydro Protocol HOT,$4.33M,$0.01,"$88,617",Ethereum (ERC20),13.49%,-7.10%,
564,566,Cryptos,Infrastructure,Infrastructure,satellite ,SpaceChain SPC,$3.71M,$0.01,"$267,316",QTUM,-0.67%,0.38%,
609,611,Cryptos,Infrastructure,Infrastructure,dapp development,Lamden TAU,$2.96M,$0.02,"$14,170",Ethereum (ERC20),-5.49%,-12.06%,
690,691,Cryptos,Infrastructure,Infrastructure,,Cardstack CARD,$2.07M,$0.00,"$208,586",Ethereum (ERC20),0.89%,18.79%,
691,692,Cryptos,Infrastructure,Infrastructure,adoption,Curecoin CURE,$2.09M,$0.09,"$6,749",Own Blockchain,-7.55%,-21.84%,
721,722,Cryptos,Infrastructure,Infrastructure,payment processing,Open Platform OPEN,$1.85M,$0.00,"$38,815",Ethereum (ERC20),-1.84%,-10.82%,
765,766,Cryptos,Infrastructure,Infrastructure,paltform scaling,Trinity Network Credit TNC,$1.52M,$0.00,"$2,599",NEO,1.93%,-15.31%,
120,121,Cryptos,Interoperability,Interoperability,financial-service,Wanchain WAN,$44.5M,$0.42,"$1,471,720",Ethereum (ERC20),-3.84%,-3.30%,
15,16,Cryptos,Interoperability,Interoperability,platform,Cosmos ATOM,$1.15B,$6.03,"$80,508,995",Own Blockchain,2.49%,2.58%,
47,48,Cryptos,Interoperability,Interoperability,,ICON ICX,$171.64M,$0.36,"$18,476,481",Own Blockchain,0.64%,-13.77%,
75,76,Cryptos,Interoperability,Interoperability,sidechain,HyperCash HC,$83.76M,$1.92,"$5,956,666",Own Blockchain,8.81%,29.23%,
94,95,Cryptos,Interoperability,Interoperability,,Aion AION,$60.41M,$0.19,"$3,547,366",Ethereum (ERC20),0.03%,-7%,
244,245,Cryptos,Interoperability,Interoperability,,Blocknet BLOCK,$15.97M,$2.73,"$15,050",Own Blockchain,-1.92%,-16.71%,
776,777,Cryptos,Interoperability,Interoperability,,EXRNchain EXRN,$1.41M,$0.00,"$52,889",Ethereum (ERC20),-2.02%,-9.09%,
66,67,Cryptos,Financial services,Investing-Tool,,ThoreCoin THR,$101.1M,"$1,166.27","$97,434",Ethereum (ERC20),0.41%,-9.64%,
110,111,Cryptos,Financial services,Investing-Tool,,Santiment SAN,$48.92M,$0.78,"$77,277",Ethereum (ERC20),-3.18%,-25.14%,
126,127,Cryptos,Financial services,Investing-Tool,,Bancor BNT,$40.71M,$0.67,"$1,434,468",Ethereum (ERC20),-0.40%,-12.30%,
133,134,Cryptos,Financial services,Investing-Tool,,Polymath Network POLY,$37.56M,$0.09,"$6,036,771",Ethereum (ERC20),0.04%,-18.37%,
174,175,Cryptos,Financial services,Investing-Tool,,Cindicator CND,$25.88M,$0.02,"$429,807",Ethereum (ERC20),-2.30%,-6.46%,
191,192,Cryptos,Financial services,Investing-Tool,asset management,Iconomi ICN,$23.12M,$0.23,"$1,243",Ethereum (ERC20),-3%,-11.43%,
195,196,Cryptos,Financial services,Investing-Tool,,Spectre.ai Dividend Token SXDT,$22.69M,$0.28,"$3,278",Ethereum (ERC20),2.87%,4.89%,
196,197,Cryptos,Financial services,Investing-Tool,,BnkToTheFuture BFT,$21.93M,$0.03,"$921,851",Ethereum (ERC20),2.62%,-3.98%,
252,253,Cryptos,Financial services,Investing-Tool,,Nectar NEC,$15.6M,$0.19,"$1,234",Ethereum (ERC20),-12.32%,-0.79%,
262,263,Cryptos,Financial services,Investing-Tool,,TokenClub TCT,$14.36M,$0.03,"$374,462",Ethereum (ERC20),-2.56%,0.98%,
301,302,Cryptos,Financial services,Investing-Tool,,Bit-Z Token BZ,$11.98M,$0.11,"$9,318,983",Ethereum (ERC20),2.56%,-14.55%,
347,348,Cryptos,Financial services,Investing-Tool,,TaaS TAAS,$9.29M,$1.14,"$4,000",Own Blockchain,-3.96%,-15.83%,
371,372,Cryptos,Financial services,Investing-Tool,,APIS APIS,$8.39M,$0.00,"$421,635",Own Blockchain,-2.78%,-14.43%,
373,374,Cryptos,Financial services,Investing-Tool,,Blackmoon BMC,$8.33M,$0.21,"$128,916",Ethereum (ERC20),-3.59%,5.52%,
389,390,Cryptos,Financial services,Investing-Tool,,SPINDLE SPD,$7.56M,$0.00,"$113,838",Ethereum (ERC20),131.84%,36.24%,
416,417,Cryptos,Financial services,Investing-Tool,,Melon MLN,$6.64M,$5.59,"$4,598",Ethereum (ERC20),-0.61%,-5.16%,
558,560,Cryptos,Financial services,Investing-Tool,,Darico Ecosystem Coin DEC,$3.8M,$0.07,"$8,964",Ethereum (ERC20),-8.87%,-27.75%,
560,562,Cryptos,Financial services,Investing-Tool,,NAGA NGC,$3.78M,$0.05,"$62,021",Ethereum (ERC20),0.18%,4.13%,
593,595,Cryptos,Financial services,Investing-Tool,,Coinsuper Ecosystem Network CEN,$3.26M,$0.01,"$200,762",Ethereum (ERC20),-3.43%,-18.96%,
660,662,Cryptos,Financial services,Investing-Tool,,Brickblock BBK,$2.38M,$0.03,"$21,610",Ethereum (ERC20),-0.51%,-30.67%,
753,754,Cryptos,Financial services,Investing-Tool,,Blocktrade Token BTT,$1.61M,$0.03,"$3,163",Ethereum (ERC20),-9.89%,-10.50%,
800,801,Cryptos,Financial services,Investing-Tool,,PHI Token PHI,$1.26M,$0.22,"$39,971",Own Blockchain,210.92%,117.12%,
817,819,Cryptos,Financial services,Investing-Tool,,Kryll KRL,$1.15M,$0.07,"$6,208",Ethereum (ERC20),0.59%,-10.27%,
827,829,Cryptos,Financial services,Investing-Tool,,Zilla ZLA,$1.09M,$0.02,"$23,429",Own Blockchain,0.79%,-5.96%,
828,830,Cryptos,Financial services,Investing-Tool,,Alphacat ACAT,$1.08M,$0.00,"$80,458",NEO,1.56%,-8.74%,
859,861,Cryptos,Financial services,Investing-Tool,,ARBITRAGE ARB,$775.89K,$0.16,"$953,714",Ethereum (ERC20),-15.67%,95.18%,
925,927,Cryptos,Financial services,Investing-Tool,,OptiToken OPTI,$611.65K,$0.02,"$42,617",Ethereum (ERC20),3.76%,-11.52%,
964,966,Cryptos,Financial services,Investing-Tool,,Fox Trading FOXT,$464.92K,$0.05,"$208,622",Ethereum (ERC20),-4.10%,-8.85%,
1052,1053,Cryptos,Financial services,Investing-Tool,,Daneel DAN,$255.18K,$0.00,"$1,733",Ethereum (ERC20),14.88%,-2.63%,
1077,1078,Cryptos,Financial services,Investing-Tool,,Qwertycoin QWC,$198.26K,$0.00,"$6,557",Own Blockchain,-0.75%,-24.34%,
1113,1116,Cryptos,Financial services,Investing-Tool,,Tokenbox TBX,$145.92K,$0.01,"$22,155",Ethereum (ERC20),0.03%,-8.70%,
1139,1142,Cryptos,Financial services,Investing-Tool,,InternationalCryptoX INCX,$101.13K,$0.00,"$21,194",Ethereum (ERC20),-3.15%,6.96%,
1148,1151,Cryptos,Financial services,Investing-Tool,,Aphelion APH,$91.34K,$0.00,"$22,080",NEO,39.63%,-59.42%,
1180,1183,Cryptos,Financial services,Investing-Tool,,Octoin Coin OCC,$49.51K,$0.09,"$980,530",Own Blockchain,-1.19%,-7.74%,
1184,1187,Cryptos,Financial services,Investing-Tool,,nDEX NDX,$44.54K,$0.00,"$55,527",Ethereum (ERC20),16.66%,-36.06%,
1228,1231,Cryptos,Financial services,Investing-Tool,,FUTURAX FTXT,$12.37K,$0.00,"$21,624",Ethereum (ERC20),0.54%,-28.31%,
1232,1235,Cryptos,Financial services,Investing-Tool,,Crystal Token CYL,$5.55K,$0.01,"$42,641",Ethereum (ERC20),26.65%,825.81%,
1265,1270,Cryptos,Financial services,Investing-Tool,,Carboneum C8,$1.94M,$0.04,$431,Ethereum (ERC20),14.73%,73.76%,
1292,1297,Cryptos,Financial services,Investing-Tool,,XPA XPA,$1.15M,$0.02,"$125,344",Own Blockchain,-0.01%,0.02%,
1311,1313,Cryptos,Financial services,Investing-Tool,,Savedroid SVD,$864.78K,$0.00,$188,Ethereum (ERC20),6.26%,-18.71%,
1338,1344,Cryptos,Financial services,Investing-Tool,,Coin Lion LION,$565.8K,$0.02,$397,Ethereum (ERC20),0.63%,-17.83%,
1351,1357,Cryptos,Financial services,Investing-Tool,,ShareX SEXC,$468.89K,$0.00,$168,Own Blockchain,4.88%,-19.48%,
1362,1368,Cryptos,Financial services,Investing-Tool,,Coinvest COIN,$418.75K,$0.04,"$1,995",Ethereum (ERC20),0.70%,-9.36%,
1480,1486,Cryptos,Financial services,Investing-Tool,,SIMDAQ SMQ,$156.93K,$0.01,$2,Waves,-1.15%,-15.29%,
1484,1492,Cryptos,Financial services,Investing-Tool,,Bitibu Coin BTB,$152.54K,$0.04,$-----,Ethereum (ERC20),6.02%,-13%,
1567,1575,Cryptos,Financial services,Investing-Tool,,SnodeCoin SND,$78.35K,$0.00,$217,Own Blockchain,-15.75%,3.82%,
1642,1649,Cryptos,Financial services,Investing-Tool,,BitStation BSTN,$41.97K,$0.00,$31,Ethereum (ERC20),-17.24%,-8.52%,
1777,1783,Cryptos,Financial services,Investing-Tool,,Trident TRDT,$7.75K,$0.01,$9,Ethereum (ERC20),-2.62%,-10.63%,
1854,1862,Cryptos,Financial services,Investing-Tool,,Molecular Future MOF,$0,$0.10,"$4,415,504",Own Blockchain,-0.47%,11.12%,
1855,1863,Cryptos,Financial services,Investing-Tool,,BitMax Token BTMX,$0,$0.08,"$4,303,783",Ethereum (ERC20),0.30%,-9.48%,
1858,1866,Cryptos,Financial services,Investing-Tool,,Coni CONI,$0,$0.03,"$3,336,156",Ethereum (ERC20),-1.57%,-10.43%,
1882,1893,Cryptos,Financial services,Investing-Tool,,MyToken MT,$0,$0.00,"$1,062,765",Own Blockchain,5.10%,-6.65%,
1884,1892,Cryptos,Financial services,Investing-Tool,,NNB Token NNB,$0,$0.00,"$1,061,348",Ethereum (ERC20),-1.77%,-15.08%,
1901,1913,Cryptos,Financial services,Investing-Tool,,CNNS CNNS,$0,$0.01,"$546,549",Ethereum (ERC20),3.22%,-9.22%,
1903,1914,Cryptos,Financial services,Investing-Tool,,Intelligent Investment Chain IIC,$0,$0.00,"$533,028",Ethereum (ERC20),35.02%,19.33%,
1904,1916,Cryptos,Financial services,Investing-Tool,,InvestDigital IDT,$0,$0.03,"$508,904",EOS,15.99%,92.21%,
1908,1921,Cryptos,Financial services,Investing-Tool,,Valor Token VALOR,$0,$2.85,"$421,969",Ethereum (ERC20),3.74%,0.24%,
1914,1926,Cryptos,Financial services,Investing-Tool,,MEX MEX,$0,$0.00,"$355,792",Ethereum (ERC20),50.49%,20.19%,
1936,1950,Cryptos,Financial services,Investing-Tool,,BitUP Token BUT,$0,$0.01,"$172,458",Ethereum (ERC20),0.35%,27.27%,
1945,1959,Cryptos,Financial services,Investing-Tool,,Coineal Token NEAL,$0,$0.01,"$134,602",Ethereum (ERC20),-0.30%,-26.13%,
1965,1979,Cryptos,Financial services,Investing-Tool,,Almeela KZE,$0,$0.09,"$73,814",Ethereum (ERC20),0.15%,24.35%,
1966,1980,Cryptos,Financial services,Investing-Tool,,FundToken FUNDZ,$0,$0.01,"$73,638",Ethereum (ERC20),-4.13%,-17.56%,
2031,2051,Cryptos,Financial services,Investing-Tool,,OTCBTC Token OTB,$0,$0.02,"$10,437",Ethereum (ERC20),-2.85%,-10.07%,
2052,2074,Cryptos,Financial services,Investing-Tool,,Countinghouse CHT,$0,$1.51,"$2,981",Ethereum (ERC20),9.79%,-13.75%,
2068,2091,Cryptos,Financial services,Investing-Tool,,Hybrid Block HYB,$0,$0.00,"$1,018",Ethereum (ERC20),-37.51%,-0.89%,
2118,2143,Cryptos,Financial services,Investing-Tool,,Lendroid Support Token LST,$0,$0.00,$44,Ethereum (ERC20),46.22%,-17.41%,
2176,2202,Cryptos,Financial services,Investing-Tool,,Pecunio PCO,$0,$0.05,$6,Ethereum (ERC20),0.01%,0.01%,
2189,2215,Cryptos,Financial services,Investing-Tool,,ZTCoin ZT,$0,$0.06,$-----,Ethereum (ERC20),6.82%,-14.19%,
2197,2223,Cryptos,Financial services,Investing-Tool,,Bgogo Token BGG,$0,$0.00,$-----,Ethereum (ERC20),0.01%,-14.79%,
14,15,Cryptos,Tech,IoT,DAG,IOTA MIOTA,$1.17B,$0.42,"$22,388,184",Own Blockchain,-1.80%,-16.62%,
136,137,Cryptos,Tech,IoT,,IoTeX IOTX,$36.67M,$0.01,"$662,255",Ethereum (ERC20),3.36%,-12.61%,
166,167,Cryptos,Tech,IoT,,IoT Chain ITC,$28.43M,$0.37,"$6,998,906",Own Blockchain,3.36%,48.39%,
184,185,Cryptos,Tech,IoT,,Robotina ROX,$23.35M,$0.08,"$689,920",Ethereum (ERC20),0.03%,-7.06%,
300,301,Cryptos,Tech,IoT,,Ruff RUFF,$12.05M,$0.01,"$209,803",Own Blockchain,-1.34%,-16.73%,
401,402,Cryptos,Tech,IoT,,SDChain SDA,$7.12M,$0.00,"$97,339",Own Blockchain,-5.88%,-9.71%,
410,411,Cryptos,Tech,IoT,,Internet Node Token INT,$6.89M,$0.02,"$1,264,753",Ethereum (ERC20),-1.18%,-4.51%,
452,453,Cryptos,Tech,IoT,,CPChain CPC,$5.71M,$0.02,"$1,111,530",Ethereum (ERC20),2.29%,-16.09%,
469,470,Cryptos,Tech,IoT,,Smartshare SSP,$5.28M,$0.00,"$1,077,548",Ethereum (ERC20),39.09%,59.33%,
472,473,Cryptos,Tech,IoT,,Machine Xchange Coin MXC,$5.26M,$0.01,"$754,867",Ethereum (ERC20),4.66%,-7.34%,
568,570,Cryptos,Tech,IoT,,Flowchain FLC,$3.66M,$5.31,"$617,205",Ethereum (ERC20),-0.16%,1.14%,
779,780,Cryptos,Tech,IoT,,MTC Mesh Network MTC,$1.38M,$0.00,"$134,862",Ethereum (ERC20),0.15%,-2.77%,
912,914,Cryptos,Tech,IoT,,eSDChain SDA,$483.86K,$0.00,"$12,362",Ethereum (ERC20),-23.15%,-67.85%,
970,972,Cryptos,Tech,IoT,,uPlexa UPX,$451.42K,$0.00,"$1,091",Own Blockchain,-2.56%,-10.59%,
990,992,Cryptos,Tech,IoT,,Atonomi ATMI,$402.32K,$0.00,"$21,515",Ethereum (ERC20),0.79%,-13.52%,
1098,1101,Cryptos,Tech,IoT,,Hurify HUR,$160.25K,$0.00,"$3,594",Ethereum (ERC20),25.56%,121.37%,
1206,1209,Cryptos,Tech,IoT,,Thingschain TIC,$28.46K,$0.00,"$17,964",Ethereum (ERC20),-3.24%,-8.47%,
1401,1407,Cryptos,Tech,IoT,,MyBit MYB,$298.18K,$0.00,$1,Ethereum (ERC20),-0.37%,-23.37%,
1501,1506,Cryptos,Tech,IoT,,Guaranteed Ethurance Token Extra GETX,$139K,$0.00,$1,Ethereum (ERC20),-3.27%,-62.50%,
1671,1678,Cryptos,Tech,IoT,,Orbis Token OBT,$30.57K,$0.00,$9,NEO,-1.32%,-60.46%,
1905,1917,Cryptos,Tech,IoT,,ThingsOperatingSystem TOS,$0,$0.00,"$483,887",Ethereum (ERC20),19.12%,-4.33%,
1934,1947,Cryptos,Tech,IoT,,Ubique Chain Of Things UCT,$0,$0.02,"$182,757",Ethereum (ERC20),5.16%,-26.45%,
1993,2009,Cryptos,Tech,IoT,,Hdac HDAC,$0,$0.03,"$38,021",Own Blockchain,-1.99%,-10.20%,
2107,2131,Cryptos,Tech,IoT,,KingXChain KXC,$0,$0.00,$120,Ethereum (ERC20),-0.11%,-14.77%,
2168,2193,Cryptos,Tech,IoT,,ContractNet CNET,$0,$0.00,$1,Own Blockchain,0.05%,-6.61%,
286,287,Cryptos,Tech,IoT,,SmartMesh SMT,$12.74M,$0.01,"$100,829",Ethereum (ERC20),0.94%,-14.55%,
299,300,Cryptos,Tech,IoT,identity,Nucleus Vision NCASH,$12.04M,$0.00,"$1,369,064",Ethereum (ERC20),0.91%,-11.48%,
705,706,Cryptos,Tech,IoT,computer,Acute Angle Cloud AAC,$1.92M,$0.01,"$4,168,358",Own Blockchain,8.56%,-21.93%,
118,119,Cryptos,IP rights,IP rights,,IPChain IPC,$47.07M,$0.61,"$2,266,186",Ethereum (ERC20),43.69%,94.49%,
500,501,Cryptos,IP rights,IP rights,,Ink INK,$4.84M,$0.01,"$4,052,668",QTUM,1.78%,7.41%,
125,126,Cryptos,Financial services,market liquidity,,QASH QASH,$41.62M,$0.12,"$798,788",Ethereum (ERC20),0.37%,-6.75%,
219,220,Cryptos,marketplace,Marketplace,freelancing,Storm STORM,$18.41M,$0.00,"$956,459",Ethereum (ERC20),2.53%,-16.11%,
327,328,Cryptos,marketplace,Marketplace,enterprise tools,Bezant BZNT,$10.51M,$0.02,"$304,246",Ethereum (ERC20),-0.86%,-19.96%,
369,370,Cryptos,marketplace,Marketplace,media,Refereum RFR,$8.49M,$0.00,"$3,755,850",Ethereum (ERC20),4.84%,-6.20%,
376,377,Cryptos,marketplace,Marketplace,art traceability,Artfinity AT,$8.17M,$0.09,"$4,132,887",Ethereum (ERC20),19.43%,23.03%,
451,452,Cryptos,marketplace,Marketplace,AI data sharing,Bottos BTO,$5.79M,$0.01,"$419,572",Own Blockchain,1.51%,-17.03%,
